İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Ada,Parsel,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17623393,08 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Kocaeli - Gebze - Gaziler Mahallesi,https://www.emlakjet.com/ilan/gebze-adliye-binasi-karsisinda-plaza-icerisinde-kiralik-ofis-17623393,,,,,,,,,,,,,,,
17610027,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.500TL,Kocaeli - İzmit - Turgut Mahallesi,https://www.emlakjet.com/ilan/izmit-turgutta-21-arakat-carsiya-yurume-mesafesi-manzarali-17610027,,,,,,,,,,,,,,,
17590606,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,11.Kat,12,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,35.000TL,Kocaeli - Darıca - Bayramoğlu Mahallesi,https://www.emlakjet.com/ilan/turyap-koza-dan-kiralik-daire-17590606,,,,,,,,,,,,,,,
17590919,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,90 m²,130 m²,2+1,3,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,22.000TL,Kocaeli - İzmit - Gündoğdu Mahallesi,https://www.emlakjet.com/ilan/izmit-gundogduda-site-icinde-kiralik-21-daire-17590919,,,,,,,,,,,,,,,
17597598,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,32.000TL,Kocaeli - İzmit - Kuruçeşme Fatih Mahallesi,https://www.emlakjet.com/ilan/izmit-kurucesme-merkezde-esyali-kiralik-arakat-17597598,İkinci El,Betonarme,,,,,,,,,,,,,
17597856,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.500TL,Kocaeli - Başiskele - Mahmutpaşa Mahallesi,https://www.emlakjet.com/ilan/ihra-dan-il-emniyete-yakin-21-ara-kat-kiralik-daire-17597856,,,,,,,,,,,,,,,
17604558,06 Temmuz 2025,06 Temmuz 2025,Konut,Kiralık,Daire,18 m²,25 m²,3+1,21 Ve Üzeri,Yüksek Giriş,6,Doğalgaz Sobalı,Boş,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,8.500TL,Kocaeli - Gebze - Osman Yılmaz Mahallesi,https://www.emlakjet.com/ilan/ev-arkadasi-17604558,,,300 TL,,,Var,1,Açık Balkon,,8500 TL,,30 m²,20 m²,,
17597759,05 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,4,Çatı Katı,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,27.500TL,Kocaeli - Başiskele - Fatih Mahallesi,https://www.emlakjet.com/ilan/kocaeli-zirve-den-deniz-manzarali-site-icerisinde-kiralik-31-17597759,,,,,,,,,,,,,,,
17590915,04 Temmuz 2025,18 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,4,1.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,26.000TL,Kocaeli - Kartepe - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/kartepe-kosekoy-480-residence-21-kiralik-daire-17590915,,,,,,,,,,,,,,,
17597813,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,105 m²,135 m²,3+1,5-10,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.500TL,Kocaeli - Başiskele - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/ihra-dan-mustakil-tadinda-yaylacik-da-31-giris-kat-daire-17597813,,,,,,,,,,,,,,,
17590643,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,80 m²,95 m²,2+1,5-10,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,26.000TL,Kocaeli - Darıca - Osman Gazi Mahallesi,https://www.emlakjet.com/ilan/turyap-koza-dan-osman-gazide-bah-arkasi-21-kiralik-site-ici-17590643,,,,,,,,,,,,,,,
17597837,05 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,21.000TL,Kocaeli - Derince - Yenikent Mahallesi,https://www.emlakjet.com/ilan/yenikent-merkezde-arakat-ici-yapili-ferah-21-kiralik-daire-17597837,,,,,,,,,,,,,,,
17597800,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,98 m²,115 m²,2+1,4,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Başiskele - Paşadağ Mahallesi,https://www.emlakjet.com/ilan/ihra-dan-pasadag-mahallesinde-21-yuksek-giris-100-m2-17597800,,,,,,,,,,,,,,,
17615925,07 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL,Kocaeli - Kandıra - Kefken Mahallesi,https://www.emlakjet.com/ilan/kefken-merkezde-jandarma-arkasi-kiralk-17615925,İkinci El,Betonarme,0 TL,248,7,Var,2,"Açık Balkon, Kapalı Balkon",1,25000 TL,Hayır,12 m²,30 m²,20 m²,12 m²
17590913,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,7.Kat,7,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,27.000TL,Kocaeli - İzmit - Yahyakaptan Mahallesi,https://www.emlakjet.com/ilan/remax-deluxe-ten-izmit-yahyakaptanda-esyali-kiralik-31-daire-17590913,,,,,,,,,,,,,,,
17616463,08 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,100 m²,130 m²,3+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,25.000TL,Kocaeli - Derince - Yenikent Mahallesi,https://www.emlakjet.com/ilan/bariskent-te-site-icerisinde-etrafi-acik-ferah-31-kiralik-daire-17616463,,,,,,,,,,,,,,,
17599583,05 Temmuz 2025,07 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,Genel Fiyat,25.000TL,Kocaeli - İzmit - Ömerağa Mahallesi,https://www.emlakjet.com/ilan/carsi-merkezde-31-135m2-17599583,,,,7641,1,,,,,25000 TL,,,,,
17597592,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Kocaeli - İzmit - Hatipköy Mahallesi,https://www.emlakjet.com/ilan/izmit-hatipkoyde-temiz-kiralik-21-daire-17597592,İkinci El,Betonarme,,,,,,,,,,,,,
17614060,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,90 m²,96 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kocaeli - Karamürsel - Ereğli Mahallesi,https://www.emlakjet.com/ilan/dialog-ideal-den-eregli-de-kiralik-daire-17614060,,,,,,,,,,,,,,,
17590613,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,9.Kat,12,Kat Kaloriferi,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,30.000TL,Kocaeli - Darıca - Bayramoğlu Mahallesi,https://www.emlakjet.com/ilan/turyap-koza-dan-bayramoglunda-esyali-kiralik-daire-17590613,,,,,,,,,,,,,,,
17620207,08 Temmuz 2025,08 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,40.000TL,Kocaeli - Gebze - Mustafapaşa Mahallesi,https://www.emlakjet.com/ilan/firmalara-kiralik-daireler-17620207,,,100 TL,4351,8,,,,,40000 TL,,,,,
17597804,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,109 m²,175 m²,3+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,27.500TL,Kocaeli - Başiskele - Fatih Mahallesi,https://www.emlakjet.com/ilan/ihra-dan-fatih-mahallesinde-31-deniz-manzarali-cati-dubleks-17597804,,,,,,,,,,,,,,,
17608994,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,50 m²,95 m²,1+1,0 (Yeni),Bahçe Katı,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,23.000TL,Kocaeli - Kartepe - Sarımeşe Mahallesi,https://www.emlakjet.com/ilan/kartepe-de-site-icerisinde-havuzlu-ve-mustakil-bahceli-11-17608994,,,,,,,,,,,,,,,
17590920,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,35.000TL,Kocaeli - Kartepe - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/kartepe-meridyen-elite-sites-inde-havuzlu-dubleks-kiralik-daire-17590920,,,,,,,,,,,,,,,
17604093,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,175 m²,180 m²,5+1,21 Ve Üzeri,Çatı Dubleks,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Birim Fiyat,45.000TL,Kocaeli - Körfez - Mimar Sinan Mahallesi,https://www.emlakjet.com/ilan/mimar-sinan-da-full-esyali-dublex-daire-17604093,İkinci El,Betonarme,200 TL,274,25,Var,3,"Açık Balkon, Açık Teras",3,45000 TL,Hayır,,,,
17597596,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - İzmit - Erenler Mahallesi,https://www.emlakjet.com/ilan/izmit-erenlerde-mustakil-bahce-icinde-kiralik-arakat-17597596,İkinci El,Betonarme,,,,,,,,,,,,,
17610019,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,45.000TL,Kocaeli - Kartepe - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/kartepe-meridyen-elite-sitesi-nde-havuzlu-31-esyali-kiralik-dai-17610019,,,,,,,,,,,,,,,
17608416,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,3,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Gebze - Mimar Sinan Mahallesi,https://www.emlakjet.com/ilan/gebze-mimar-sinan-mah-21-kiralik-daire-17608416,,,,,,,,,,,,,,,
17597745,05 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,19.000TL,Kocaeli - Başiskele - Seymen Mahallesi,https://www.emlakjet.com/ilan/basiskele-seymen-sahilde-cok-merkezi-konumda-21-kiralik-daire-17597745,,,,184,1,,,,,,,,,,
17597658,05 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,0 (Yeni),Yüksek Giriş,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Kocaeli - Kartepe - Rahmiye Mahallesi,https://www.emlakjet.com/ilan/kocaeli-zirve-gayrimenkul-den-rahmiye-de-31-kiralik-daire-17597658,,,,,,,,,,,,,,,
17597807,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Kocaeli - Başiskele - Paşadağ Mahallesi,https://www.emlakjet.com/ilan/ihra-dan-bahcekent-de-esyali-veya-esyasiz-21-ara-kat-daire-17597807,,,,,,,,,,,,,,,
17557111,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,23.000TL,Kocaeli - Gebze - Köşklü Çeşme Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-gebze-kosklucesme-mahallesi-3-1-genis-daire-17557111,,,,,,,,,,,,,,,
17572397,01 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Kocaeli - Gölcük - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mahallesinde-deniz-manzarali-kiralik-daire-17572397,,,300 TL,122,13,,,,,15500 TL,,,,,
17545047,25 Haziran 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,21 Ve Üzeri,4.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Kocaeli - Körfez - Hacı Osman Mahallesi,https://www.emlakjet.com/ilan/emek-emlak-tan-haci-osman-mah-de-kiralik-arakat-21-daire-k-2940-17545047,,,,238,4,,,,,,,,,,
17585519,03 Temmuz 2025,03 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Kocaeli - Darıca - Yalı Mahallesi,https://www.emlakjet.com/ilan/yali-mah-sehir-kosku-karsisinda-21-85m2-kiralik-ters-dubleks-17585519,,,,,,,,,,,,,,,
17563761,29 Haziran 2025,29 Haziran 2025,Konut,Kiralık,Daire,100 m²,125 m²,3+1,11-15,6.Kat,12,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,23.000TL,Kocaeli - Gebze - Kirazpınar Mahallesi,https://www.emlakjet.com/ilan/kirazpinar-toki-kiralik-3-1-arakat-daire-17563761,,,,5819,1,,,,,,,,,,
17557658,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,98 m²,130 m²,3+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,35.000TL,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,https://www.emlakjet.com/ilan/sahibinden-31-havuzlu-site-7-24-guvenlik-asansorlu-balkonlu-tasinmaya-hazir-17557658,Sıfır,,3750 TL,443,1,Var,2,Açık Balkon,2,,,,,,
17575424,01 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,1,Genel Fiyat,30.000TL,Kocaeli - Karamürsel - Kayacık Mahallesi,https://www.emlakjet.com/ilan/ercanlar-emlak-tan-karamursel-mavi-korfez-sitesi-nde-kiralik-harika-daire-17575424,,,,1383,2,Var,2,,,,,,,,
17558470,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,200 m²,250 m²,5+2,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.000TL,Kocaeli - İzmit - Veliahmet Mahallesi,https://www.emlakjet.com/ilan/izmit-veliahmet-cumhuriyet-parki-yakini-52-kiralik-daire-17558470,,,,,,,,,,,,,,,
17571560,01 Temmuz 2025,01 Temmuz 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Kocaeli - Kartepe - Arslanbey Mahallesi,https://www.emlakjet.com/ilan/kartepe-aslanbey-eksioglu-site-ici-kiralik-21-daire-17571560,,,,,,,,,,,,,,,
17574886,01 Temmuz 2025,13 Ağustos 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,0 (Yeni),3.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,18.500TL,Kocaeli - Başiskele - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/basiskele-yaylacik-mh-de-kiralik-11-site-ici-luks-daire-17574886,Sıfır,Betonarme,,968,8,Var,,,,,,,,,
17590574,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,7.Kat,12,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,200.000TL,Kocaeli - Darıca - Bayramoğlu Mahallesi,https://www.emlakjet.com/ilan/turyap-koza-dan-yazdonemi-icin-kiralik-daire-17590574,,,,,,,,,,,,,,,
17558936,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.500TL,Kocaeli - Gölcük - Yunus Emre Mahallesi,https://www.emlakjet.com/ilan/kiralik-ici-yapili-cok-temiz-sarayli-kalici-konut-31-17558936,,,,,,,,,,,,,,,
17583408,03 Temmuz 2025,03 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Kocaeli - İzmit - Akçakoca Mahallesi,https://www.emlakjet.com/ilan/cadde41-den-izmit-merkezde-kiralik-daire-17583408,,,,,,,,,,,,,,,
17576885,02 Temmuz 2025,02 Temmuz 2025,Konut,Kiralık,Daire,60 m²,72 m²,1+1,11-15,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,25.000TL,Kocaeli - Gebze - Yenikent Mahallesi,https://www.emlakjet.com/ilan/lokal-den-cinar-konutlarinda-kiralik-esyali-daire-17576885,,,,,,,,,,,,,,,
17577326,02 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,1,Düz Giriş (Zemin),5,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,https://www.emlakjet.com/ilan/kartepe-saglikkent-konutlarinda-kiralik-21-daire-17577326,,,,,,,,,,,,,,,
17556409,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,60 m²,80 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,Genel Fiyat,19.000TL,Kocaeli - Başiskele - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/remax-palastan-basiskele-yaylacik-11-cati-dubleks-kiralik-daire-17556409,,,,968,8,,,,,,,,,,
17583216,03 Temmuz 2025,03 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Kocaeli - Darıca - Sırasöğütler Mahallesi,https://www.emlakjet.com/ilan/sirasogutler-makasbasinda-17583216,,,,,,,,,,,,,,,
17567816,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,70 m²,90 m²,1+1,0 (Yeni),3.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,20.000TL,Kocaeli - İzmit - Gündoğdu Mahallesi,https://www.emlakjet.com/ilan/gundogdu-site-icerisinde-kiralik-11-daire-17567816,,,,,,,,,,,,,,,
17551519,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,11-15,1.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,30.000TL,Kocaeli - Gebze - Tatlıkuyu Mahallesi,https://www.emlakjet.com/ilan/newores-tan-gebze-fiyaka-sitesinden-esyali-11-kiralik-daire-17551519,,,,,,,,,,,,,,,
17559098,28 Haziran 2025,20 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Kocaeli - Gölcük - Değirmendere Merkez Mahallesi,https://www.emlakjet.com/ilan/degirmendere-merkez-de-kiralik-31-daire-17559098,,,,,,,,,,,,,,,
17575545,02 Temmuz 2025,02 Temmuz 2025,Konut,Kiralık,Daire,120 m²,150 m²,3+2,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Var,2,Genel Fiyat,28.000TL,Kocaeli - Gebze - Adem Yavuz Mahallesi,https://www.emlakjet.com/ilan/sahibinden-32-dublex-17575545,,,,3934,17,Var,1,,1,30000 TL,,,,,
17551525,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.500TL,Kocaeli - Darıca - Yeni Mahallesi,https://www.emlakjet.com/ilan/darica-sahilde-kullanisli-asansorlu-kiralik-21-arakat-daire-17551525,,,,,,,,,,,,,,,
17576887,02 Temmuz 2025,02 Temmuz 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,11-15,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,30.000TL,Kocaeli - Gebze - Yenikent Mahallesi,https://www.emlakjet.com/ilan/lokal-den-cinar-konutlarinda-esyali-kiralik-21-daire-17576887,,,,,,,,,,,,,,,
17565995,30 Haziran 2025,30 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.500TL,Kocaeli - İzmit - Çukurbağ Mahallesi,https://www.emlakjet.com/ilan/eskidjiden-izmit-merkezde-cukurbagda-kiralik-11-esyali-daire-17565995,,,,7650,3,,,,,,,,,,
17573640,01 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,11-15,3.Kat,3,Merkezi (Pay Ölçer),Boş,Eşyalı,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,17.000TL,Kocaeli - İzmit - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/esyali-kiralik-17573640,,,0 TL,,,Yok,,,,16500 TL,,,,,
17576883,02 Temmuz 2025,02 Temmuz 2025,Konut,Kiralık,Daire,170 m²,185 m²,3+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.000TL,Kocaeli - Gebze - Gaziler Mahallesi,https://www.emlakjet.com/ilan/lokal-den-merkezi-konumda-genis-cati-dublex-17576883,,,,,,,,,,,,,,,
17579908,02 Temmuz 2025,14 Temmuz 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Karamürsel - Tepeköy Mahallesi,https://www.emlakjet.com/ilan/deniz-manzarali-17579908,İkinci El,,100 TL,226,2,Var,1,Açık Balkon,1,20000 TL,,,,,
17545782,25 Haziran 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,18.500TL,Kocaeli - Gölcük - Donanma Mahallesi,https://www.emlakjet.com/ilan/golcuk-donanma-mh-kalyon-kapiya-yakin-31-kiralik-ara-kat-daire-17545782,İkinci El,Betonarme,1 TL,378,4,Var,2,,2,19000 TL,,,,,
17586614,03 Temmuz 2025,01 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,11-15,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Kocaeli - İzmit - Akpınar Mahallesi,https://www.emlakjet.com/ilan/akpinar-toki-de-bakimli-kiralik-daire-21-17586614,,,,6002,44,,,,,,,,,,
17590000,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,65 m²,80 m²,2+1,4,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Kocaeli - Gebze - Mevlana Mahallesi,https://www.emlakjet.com/ilan/celebioglu-gm-den-adalet-sarayina-yurume-msf-21-kiralik-daire-17590000,,,,,,,,,,,,,,,
