İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Ada,Parsel,Depozito,Aidat
17866470,13 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.500TL,Bartın - Bartın Merkez - Kırtepe Mahallesi,https://www.emlakjet.com/ilan/global-den-sehir-merkezinde-arakat-kiralik-lux-31-daire-17866470,,,,,,,,,,,,,,,
17857234,13 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Bartın - Bartın Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-merkezi-konumda-cift-balkonlu-21-kiralik-daire-17857234,İkinci El,Betonarme,,,,,,,,,,418,189,,350 TL
17928198,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,24.000TL,Bartın - Bartın Merkez - Orduyeri Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-mukemmel-lokasyonda-ebeveyn-banyolu-genis-31-kiralik-daire-17928198,,,,,,,,,,,,572,16,,
17904305,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,69 m²,79 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Bartın - Bartın Merkez - Kırtepe Mahallesi,https://www.emlakjet.com/ilan/sehir-merkezinde-21-kombili-daire-17904305,,,,,,,,,,,,,,,
17919095,20 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/global-den-catmaca-da-migros-arkasi-esyali-kiralik-daire-17919095,,,,,,,,,,,,,,,
17923418,20 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Okulak Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-merkezde-genis-kullanisli-full-esyali-31-kiralik-daire-17923418,,,,,,,,,,,,418,192,,
17888535,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/global-den-temiz-esyali-kiralik-daire-depozitosuz-17888535,,,,,,,,,,,,,,,
17898890,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Bartın - Bartın Merkez - Çaydüzü Mahallesi,https://www.emlakjet.com/ilan/cayrilarda-en-ust-kat-kiralik-daire-21-17898890,,,,,,,,,,,,,,,
17908129,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,28.000TL,Bartın - Amasra - Kaleşah Mahallesi,https://www.emlakjet.com/ilan/sahane-manzarali-terasli-esyali-kiralik-daire-17908129,,,,,,,,,,,,,,,
17831671,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,44 m²,54 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Bartın - Bartın Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/global-den-merkezi-konumda-tam-esyali-kiralik-arakat-11-daire-17831671,,,,,,,,,,,,,,,
17866471,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.500TL,Bartın - Bartın Merkez - Kırtepe Mahallesi,https://www.emlakjet.com/ilan/global-den-sehir-merkezinde-terasli-kiralik-lux-21-daire-17866471,,,,,,,,,,,,,,,
17917804,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.000TL,Bartın - Bartın Merkez - Karaköy Mahallesi,https://www.emlakjet.com/ilan/bartin-karakoy-de-kiralik-31-17917804,,,,,,,,,,,,,,,
17772454,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/adliye-karsisi-21-yeni-daire-17772454,,Betonarme,,,,,,,,,,,,,
17796187,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,85 m²,96 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/yeni-adliyeye-komsu-golbucaginda-genis-kiralik-17796187,,,,,,,,,,,,,,,
17810109,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,11-15,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Bartın - Amasra - Kum Mahallesi,https://www.emlakjet.com/ilan/amasra-sehir-merkezinde-esyasiz-kiralik-daire-17810109,,,,,,,,,,,,,,,
17809639,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/11-50-m2-yeni-adliye-binasi-yakini-sifir-kiralik-daire-17809639,,,,,,,,,,,,,,,
17796146,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,80 m²,87 m²,2+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/merkezi-konumda-asansorlu-esyali-kiralik-21-daire-17796146,,,,,,,,,,,,,,,
17819712,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Bartın - Amasra - Kaleşah Mahallesi,https://www.emlakjet.com/ilan/amasra-kalesahta-kiralik-esyali-11-daire-17819712,,,,,,,,,,,,,,,
17809640,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Bartın - Bartın Merkez - Orduyeri Mahallesi,https://www.emlakjet.com/ilan/21-80-m2-il-jandarma-komutanligi-karsisi-on-cephe-kiralik-daire-17809640,,,,,,,,,,,,,,,
17796141,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Bartın - Bartın Merkez - Tuna Mahallesi,https://www.emlakjet.com/ilan/tuna-mahallesi-yapici-tower-da-kiralik-sifir-21-daire-17796141,,,,,,,,,,,,,,,
17796120,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Tuna Mahallesi,https://www.emlakjet.com/ilan/global-den-hendek-yani-cad-kiralik-esyali-daire-17796120,,,,,,,,,,,,,,,
17809646,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,89 m²,99 m²,2+0,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/20-89-m2-sgk-il-mudurlugu-yakini-kurumlara-yakin-kiralik-daire-17809646,,,,,,,,,,,,,,,
17800386,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,155 m²,160 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Karaköy Mahallesi,https://www.emlakjet.com/ilan/bartin-karakoy-mahalesinde-kiralik-31-155-m2-17800386,,,,,,,,,,,,,,,
17800378,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,145 m²,155 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/golbucagi-mah-marketim-arkasi-golkent-sitesi-satilik-31-daire-17800378,,,,,,,,,,,,,,,
17783053,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-merkezi-konumda-full-esyali-depozitosuz-kiralik-11-daire-17783053,,,,,,,,,,,,418,206,,
17809637,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/11-50-m2-kemerkopru-de-kurumlara-yakin-kiralik-daire-17809637,,,,,,,,,,,,,,,
17809636,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,75 m²,86 m²,2+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.500TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/21-75-m2-catmaca-sgk-il-mudurlugu-yakini-kiralik-daire-17809636,,,,,,,,,,,,,,,
17771850,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Bartın - Bartın Merkez - Demirciler Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-carsiya-yurume-mesafesin-depozitosuz-11-kiralik-diare-17771850,,,,,,,,,,,,1419,3,,
17796192,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,70 m²,82 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.500TL,Bartın - Bartın Merkez - Aladağ Mahallesi,https://www.emlakjet.com/ilan/global-den-kiralik-ara-kat-21-daire-17796192,,,,,,,,,,,,,,,
17763157,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Okulak Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-merkezi-konumda-kullanisli-11-kiralik-daire-17763157,,,,,,,,,,,,429,190,,
17796181,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Bartın - Bartın Merkez - Orduyeri Mahallesi,https://www.emlakjet.com/ilan/31-kiralik-daire-bartin-merkez-orduyeri-mh-kaynarca-cd-aileye-17796181,,,,,,,,,,,,,,,
17796216,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,4,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Bartın - Bartın Merkez - Aladağ Mahallesi,https://www.emlakjet.com/ilan/global-den-merkezi-konumda-arakat-cift-balkonlu-kiralik-daire-17796216,,,,,,,,,,,,,,,
17800380,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,85 m²,89 m²,2+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Bartın - Bartın Merkez - Karaköy Mahallesi,https://www.emlakjet.com/ilan/sehrin-gozde-yasam-alani-karakoyde-sifir-21-kiralik-daire-17800380,,,,,,,,,,,,,,,
17796175,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,19.500TL,Bartın - Bartın Merkez - Orduyeri Mahallesi,https://www.emlakjet.com/ilan/global-den-marti-sitesin-de-kiralik-ara-kat-daire-17796175,,,,,,,,,,,,,,,
17796188,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/11-kiralik-ful-esyali-daire-bartin-kemerkopru-mh-valilik-arkasi-17796188,,,,,,,,,,,,,,,
17798741,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.500TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/carsi-merkezde-21-esyali-kiralik-daire-17798741,,,,,,,,,,,,,,,
17762518,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/gazi-orta-okulu-yani-21-kiralik-daire-17762518,,,,,,,,,,,,,,,
17762517,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/kemerkopru-mahallesi-11-esyali-kiralik-daire-17762517,,,,,,,,,,,,,,,
17796144,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,23.000TL,Bartın - Bartın Merkez - Demirciler Mahallesi,https://www.emlakjet.com/ilan/demirciler-mahallesi-kiralik-ara-kat-31-daire-17796144,,,,,,,,,,,,,,,
17796172,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,100 m²,108 m²,2+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Karaköy Mahallesi,https://www.emlakjet.com/ilan/global-den-108-m2-sifir-kiralik-daire-17796172,,,,,,,,,,,,,,,
17771437,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Bartın - Bartın Merkez - Siremirçavuş Mahallesi,https://www.emlakjet.com/ilan/sahinoglu-emlakdan-siremircavusda-kiralik-31-daire-17771437,,,,,,,,,,,,,,,400 TL
17809635,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Tuzcular Köyü (Kuyumcu Mahallesi),https://www.emlakjet.com/ilan/11-55-m2-yeni-universite-karsisi-ara-kat-esyali-kiralik-daire-17809635,,,,,,,,,,,,,,,
17575682,02 Temmuz 2025,02 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/kemerkopru-mahallesi-sitmayani-caddesinde-esyali-kiralik-11-dai-17575682,,,,,,,,,,,,,,,
17397804,26 Mayıs 2025,28 Temmuz 2025,Konut,Kiralık,Daire,127 m²,135 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/valilik-ve-belediye-yakininda-31-kiralik-daire-17397804,,,,,,,,,,,,,,,
17662849,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,115 m²,120 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/kemerkopru-carsi-icinde-sifir-boyali-ara-kat-kiralik-daire-17662849,,,,,,,,,,,,,,,
17612088,07 Temmuz 2025,15 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,3.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Bartın - Bartın Merkez - Aladağ Mahallesi,https://www.emlakjet.com/ilan/emniyet-mudurlugu-karsisinda-esyali-kiralik-11-daire-17612088,,,,,,,,,,,,937,9,,
17676823,19 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Kırtepe Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-merkezin-gobeginde-ici-komple-sifir-yapili-31-kiralik-daire-17676823,İkinci El,Betonarme,,,,,,,,,,1169,353,,400 TL
17739810,30 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,6.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Ağdacı Mahallesi,https://www.emlakjet.com/ilan/agdaci-yesilkent-sitesinde-kiralik-31-17739810,,,,,,,,,,,,,,,
16039966,09 Ekim 2024,01 Temmuz 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,Genel Fiyat,23.000TL,Bartın - Bartın Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/merkez-esentepe-kiralik-lux-esyali-genis-21-daire-mustakilgaraj-16039966,,,,,,,,,,,,,,,
17666060,16 Temmuz 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Bartın - Bartın Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/wisremden-bartin-esentepede-sifir-balkonlu-arakat-11-kiralik-17666060,,,,,,,,,,,,797,18,16000 TL,0 TL
17678208,19 Temmuz 2025,19 Temmuz 2025,Konut,Kiralık,Daire,126 m²,130 m²,3+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/catmaca-valilik-yaninda-akmercan-karsi-31-ara-kat-kiralik-daire-17678208,,,,,,,,,,,,,,,
17152568,14 Nisan 2025,03 Temmuz 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Gölbucağı Mahallesi,https://www.emlakjet.com/ilan/adliye-yakini-31-daire-2-balkon-2-wcbanyo-kat-2-17152568,,Betonarme,,,,,,,,,,,,,
17702846,23 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/arsavizyon-dan-kavallarda-kiralik-11-ayri-mutfakli-17702846,,,,,,,,,,,,,,,
17323038,12 Mayıs 2025,15 Temmuz 2025,Konut,Kiralık,Daire,84 m²,85 m²,2+1,2,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Güzelcehisar Köyü (İnkum Yeni Mahallesi),https://www.emlakjet.com/ilan/inkumunda-sol-tarafta-esyali-21-kiralik-daire-17323038,,,,,,,,,,,,,,,
17649055,13 Temmuz 2025,13 Temmuz 2025,Konut,Kiralık,Daire,100 m²,105 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Karaköy Mahallesi,https://www.emlakjet.com/ilan/karakoy-kiralik-daire-21-17649055,,,,Var,1,Açık Balkon,,,1,,,1770,140,20000 TL,400 TL
17413873,28 Mayıs 2025,28 Mayıs 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/dikilitas-mevkin-de-11-esyasiz-kiralik-daire-17413873,,,,,,,,,,,,1169,346,,
17757032,02 Ağustos 2025,02 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Bartın - Bartın Merkez - Orduyeri Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlakatan-merkez-konumda-21-cift-wcli-cift-balkonlu-kiralik-daire-17757032,,,,,,,,,,,,1195,19,,
17533217,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/turkuaz-dan-31-yeni-devlet-hastanesi-mevki-esyali-kiralik-daire-17533217,,,,,,,,,,,,1109,1,,
16867582,20 Şubat 2025,03 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bartın - Bartın Merkez - Kemer Köprü Mahallesi,https://www.emlakjet.com/ilan/bilgin-emlaktan-merkezde-mavera-evlerinde-21-lux-sifir-kiralik-daire-16867582,Sıfır,Betonarme,,,,,,,,,,1801,1,,500 TL
17702844,23 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,80 m²,95 m²,2+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Bartın - Bartın Merkez - Orduyeri Mahallesi,https://www.emlakjet.com/ilan/son-hafta-son-fiyat-kiralik-21-daire-17702844,,,,,,,,,,,,,,,
17662855,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,98 m²,105 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Bartın - Bartın Merkez - Demirciler Mahallesi,https://www.emlakjet.com/ilan/dikilitas-ta-21-genis-balkonlu-on-cephe-kiralik-daireler-17662855,,,,,,,,,,,,,,,
